"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"27731",28,"non-labor","single","basic","no","yes","no","cellular","mar","tue",156,1,"yes"
"27732",36,"employed","married","high.school","no","no","no","cellular","mar","tue",168,1,"yes"
"27733",43,"employed","married","basic","no","no","no","cellular","mar","tue",180,2,"yes"
"27735",28,"non-labor","single","basic","no","yes","no","cellular","mar","tue",96,2,"yes"
"27736",32,"employed","married","professional.course","no","no","yes","telephone","mar","wed",92,5,"no"
"27737",41,"employed","married","high.school","no","no","no","cellular","mar","wed",377,6,"yes"
"27738",41,"employed","married","high.school","no","no","no","cellular","mar","wed",396,2,"yes"
"27740",38,"employed","married","professional.course","no","no","no","cellular","mar","thu",66,3,"no"
"27741",38,"employed","married","professional.course","no","no","no","cellular","mar","thu",92,1,"no"
"27742",44,"employed","married","basic","no","yes","no","cellular","mar","thu",61,2,"no"
"27743",38,"employed","married","professional.course","no","yes","yes","cellular","mar","thu",63,2,"yes"
"27744",33,"employed","divorced","high.school","no","yes","no","cellular","mar","thu",86,1,"no"
"27745",23,"employed","single","university.degree","no","yes","no","cellular","mar","thu",64,1,"no"
"27746",44,"employed","married","basic","no","yes","yes","cellular","mar","thu",218,1,"no"
"27747",33,"employed","married","university.degree","no","yes","no","telephone","mar","thu",181,1,"yes"
"27748",44,"employed","married","basic","no","yes","no","cellular","mar","thu",53,3,"no"
"27749",38,"employed","married","professional.course","no","yes","no","cellular","mar","thu",182,1,"yes"
"27750",23,"employed","single","university.degree","no","yes","no","cellular","mar","thu",90,2,"no"
"27751",33,"employed","divorced","high.school","no","no","no","cellular","mar","thu",41,2,"no"
"27752",38,"employed","married","professional.course","no","no","yes","cellular","mar","thu",137,1,"yes"
"27753",38,"employed","married","professional.course","no","no","no","cellular","mar","thu",119,1,"no"
"27754",38,"employed","married","professional.course","no","no","no","cellular","mar","thu",106,1,"yes"
"27755",38,"employed","married","professional.course","no","no","yes","cellular","mar","thu",196,2,"yes"
"27756",32,"employed","married","high.school","no","no","no","cellular","mar","thu",115,2,"no"
"27757",38,"employed","married","professional.course","no","no","no","cellular","mar","thu",84,1,"no"
"27758",76,"non-labor","married","university.degree","no","no","yes","cellular","mar","thu",167,9,"no"
"27759",38,"employed","married","professional.course","no","no","yes","cellular","mar","fri",195,1,"yes"
"27760",34,"employed","single","professional.course","no","no","no","cellular","mar","fri",229,1,"yes"
"27761",34,"employed","single","professional.course","no","yes","no","cellular","mar","fri",227,1,"yes"
"27762",34,"employed","single","professional.course","no","yes","yes","cellular","mar","fri",136,1,"no"
"27763",38,"employed","married","professional.course","no","yes","no","cellular","mar","fri",119,5,"no"
"27764",38,"employed","married","professional.course","no","yes","no","cellular","mar","fri",166,3,"yes"
"27765",38,"employed","married","professional.course","no","yes","no","cellular","mar","fri",363,2,"yes"
"27766",34,"employed","single","professional.course","no","yes","no","cellular","mar","fri",266,1,"yes"
"27767",34,"employed","single","professional.course","no","yes","yes","cellular","mar","fri",544,3,"yes"
"27768",34,"employed","single","professional.course","no","no","no","cellular","mar","fri",301,3,"yes"
"27769",38,"employed","married","professional.course","no","yes","no","cellular","mar","fri",207,2,"yes"
"27770",32,"employed","single","university.degree","no","yes","no","cellular","mar","mon",116,1,"yes"
"27771",41,"employed","single","professional.course","no","yes","no","cellular","mar","mon",101,1,"no"
"27772",37,"employed","single","university.degree","no","yes","yes","cellular","mar","mon",161,2,"no"
"27773",55,"employed","single","professional.course","no","yes","yes","cellular","mar","mon",217,2,"yes"
"27774",32,"employed","single","university.degree","no","yes","no","cellular","mar","mon",78,2,"no"
"27775",67,"non-labor","single","university.degree","no","yes","yes","cellular","mar","mon",70,22,"no"
"27776",32,"employed","single","university.degree","no","yes","no","cellular","mar","mon",75,2,"no"
"27777",32,"employed","single","university.degree","no","no","no","cellular","mar","mon",93,2,"no"
"27778",32,"employed","single","university.degree","no","yes","yes","cellular","mar","tue",97,1,"no"
"27779",38,"employed","married","university.degree","no","no","no","cellular","mar","tue",350,2,"yes"
"27780",32,"employed","single","university.degree","no","yes","no","cellular","mar","tue",164,1,"no"
"27781",73,"non-labor","married","university.degree","no","yes","no","cellular","mar","tue",179,1,"no"
"27782",32,"employed","single","university.degree","no","yes","no","cellular","mar","tue",106,1,"yes"
"27783",31,"employed","single","high.school","no","yes","no","cellular","mar","tue",272,1,"yes"
"27784",33,"employed","married","university.degree","no","yes","no","cellular","mar","tue",56,2,"no"
"27785",32,"employed","single","university.degree","no","yes","no","cellular","mar","tue",71,3,"yes"
"27786",39,"employed","single","high.school","no","yes","no","cellular","mar","tue",100,2,"no"
"27787",39,"employed","single","high.school","no","no","no","cellular","mar","tue",119,5,"no"
"27788",38,"employed","married","university.degree","no","yes","no","cellular","mar","tue",122,1,"yes"
"27789",38,"employed","married","university.degree","no","no","no","cellular","mar","tue",59,1,"no"
"27790",39,"employed","single","high.school","no","yes","no","cellular","mar","tue",395,3,"yes"
"27791",38,"employed","married","university.degree","no","no","no","cellular","mar","tue",261,1,"yes"
"27792",38,"employed","married","university.degree","no","yes","yes","cellular","mar","tue",113,1,"no"
"27793",18,"non-labor","single","high.school","no","yes","yes","cellular","mar","tue",103,1,"no"
"27794",32,"employed","single","university.degree","no","yes","no","cellular","mar","tue",59,1,"no"
"27795",39,"employed","single","basic","no","yes","no","telephone","mar","tue",137,3,"no"
"27796",37,"employed","married","university.degree","no","yes","yes","cellular","mar","tue",159,3,"yes"
"27797",30,"non-labor","single","basic","no","yes","yes","cellular","mar","tue",70,2,"no"
"27798",32,"employed","single","university.degree","no","yes","no","cellular","mar","tue",427,3,"yes"
"27799",32,"employed","single","university.degree","no","yes","no","telephone","mar","tue",230,2,"no"
"27800",29,"employed","married","university.degree","no","yes","no","cellular","mar","wed",60,3,"no"
"27801",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",48,1,"no"
"27802",29,"employed","married","university.degree","no","no","no","cellular","mar","wed",74,1,"no"
"27803",88,"non-labor","divorced","basic","no","no","no","cellular","mar","wed",266,2,"yes"
"27804",29,"employed","married","university.degree","no","yes","no","cellular","mar","wed",95,4,"yes"
"27805",29,"employed","married","university.degree","no","yes","yes","cellular","mar","wed",231,1,"no"
"27806",88,"non-labor","divorced","basic","no","yes","yes","cellular","mar","wed",796,5,"yes"
"27807",29,"employed","married","university.degree","no","no","no","cellular","mar","wed",101,1,"no"
"27808",29,"employed","married","university.degree","no","no","no","cellular","mar","wed",197,2,"yes"
"27809",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",96,6,"no"
"27810",60,"non-labor","married","professional.course","no","yes","no","cellular","mar","wed",74,1,"no"
"27811",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",126,1,"yes"
"27812",88,"non-labor","divorced","basic","no","no","no","cellular","mar","wed",323,1,"yes"
"27813",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",85,1,"no"
"27814",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",101,7,"yes"
"27815",88,"non-labor","divorced","basic","no","yes","yes","cellular","mar","wed",103,3,"no"
"27816",88,"non-labor","divorced","basic","no","yes","yes","cellular","mar","wed",82,2,"no"
"27817",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",188,3,"yes"
"27818",88,"non-labor","divorced","basic","no","no","no","cellular","mar","wed",203,2,"yes"
"27819",88,"non-labor","divorced","basic","no","yes","no","cellular","mar","wed",101,1,"yes"
"27820",33,"employed","married","university.degree","no","no","no","cellular","mar","thu",56,2,"no"
"27821",33,"employed","married","university.degree","no","yes","no","cellular","mar","thu",71,3,"no"
"27822",27,"non-labor","single","high.school","no","yes","no","cellular","mar","thu",80,4,"yes"
"27823",26,"employed","single","university.degree","no","yes","no","cellular","mar","thu",119,1,"yes"
"27824",66,"non-labor","married","basic","no","yes","no","cellular","mar","thu",156,1,"yes"
"27825",29,"employed","married","professional.course","no","no","no","cellular","mar","thu",186,1,"yes"
"27826",26,"employed","single","university.degree","no","no","no","cellular","mar","thu",139,1,"yes"
"27827",95,"non-labor","divorced","basic","no","no","no","cellular","mar","thu",85,1,"no"
"27828",19,"non-labor","single","basic","no","yes","no","cellular","mar","fri",126,4,"yes"
"27829",28,"employed","single","university.degree","no","yes","no","cellular","mar","fri",186,2,"no"
"27830",32,"non-labor","single","university.degree","no","no","no","cellular","mar","fri",61,11,"no"
"27831",28,"employed","single","university.degree","no","yes","no","cellular","mar","fri",41,1,"no"
"27832",28,"employed","single","university.degree","no","no","no","cellular","mar","fri",114,1,"no"
"27833",30,"non-labor","single","high.school","no","no","no","cellular","mar","fri",268,5,"yes"
"27834",28,"employed","single","university.degree","no","yes","yes","cellular","mar","fri",3076,1,"yes"
"27835",37,"unemployed","single","university.degree","no","yes","no","cellular","mar","fri",432,1,"no"
"27837",28,"employed","single","university.degree","no","no","no","cellular","mar","fri",296,2,"yes"
"27838",70,"non-labor","married","basic","no","yes","no","cellular","mar","mon",61,6,"no"
"27839",70,"non-labor","married","basic","no","no","no","cellular","mar","mon",422,3,"no"
"27840",34,"employed","married","professional.course","no","no","no","telephone","mar","mon",80,4,"no"
"27842",56,"non-labor","married","university.degree","no","yes","yes","cellular","mar","mon",104,2,"no"
"27843",34,"employed","married","professional.course","no","yes","no","cellular","mar","mon",93,1,"no"
"27844",34,"employed","married","professional.course","no","yes","yes","telephone","mar","mon",44,1,"no"
"27845",70,"non-labor","married","basic","no","yes","no","telephone","mar","mon",147,1,"no"
"27846",34,"employed","married","professional.course","no","no","no","cellular","mar","mon",83,13,"no"
"27847",28,"employed","single","university.degree","no","no","no","cellular","mar","mon",392,4,"yes"
"27848",50,"employed","divorced","university.degree","no","yes","no","cellular","mar","tue",74,1,"no"
"27849",46,"employed","married","professional.course","no","no","no","cellular","mar","tue",163,2,"no"
"27850",33,"employed","single","university.degree","no","no","no","cellular","mar","tue",406,2,"yes"
"27851",21,"non-labor","single","high.school","no","no","no","cellular","mar","tue",220,1,"yes"
"27853",37,"unemployed","married","university.degree","no","yes","no","cellular","mar","tue",195,1,"yes"
"27854",33,"employed","single","university.degree","no","yes","yes","cellular","mar","tue",187,1,"yes"
"27855",33,"employed","single","university.degree","no","yes","no","cellular","mar","tue",325,1,"no"
"27856",29,"employed","single","professional.course","no","no","no","cellular","mar","tue",299,2,"yes"
"27857",34,"employed","single","university.degree","no","no","no","cellular","mar","tue",325,2,"yes"
